2025-04-09 22:55:13,628 INFO    StreamThr :3817488 [internal.py:wandb_internal():86] W&B internal server running at pid: 3817488, started at: 2025-04-09 22:55:13.628470
2025-04-09 22:55:13,630 DEBUG   HandlerThread:3817488 [handler.py:handle_request():146] handle_request: status
2025-04-09 22:55:13,632 INFO    WriterThread:3817488 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_22-55-12/wandb/run-20250409_225513-x6y9d8o0/run-x6y9d8o0.wandb
2025-04-09 22:55:13,632 DEBUG   SenderThread:3817488 [sender.py:send():380] send: header
2025-04-09 22:55:13,635 DEBUG   SenderThread:3817488 [sender.py:send():380] send: run
2025-04-09 22:55:13,863 INFO    SenderThread:3817488 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_22-55-12/wandb/run-20250409_225513-x6y9d8o0/files
2025-04-09 22:55:13,863 INFO    SenderThread:3817488 [sender.py:_start_run_threads():1122] run started: x6y9d8o0 with start time 1744253713.628382
2025-04-09 22:55:13,869 DEBUG   HandlerThread:3817488 [handler.py:handle_request():146] handle_request: check_version
2025-04-09 22:55:13,869 DEBUG   SenderThread:3817488 [sender.py:send_request():407] send_request: check_version
2025-04-09 22:55:13,936 DEBUG   HandlerThread:3817488 [handler.py:handle_request():146] handle_request: run_start
2025-04-09 22:55:13,941 DEBUG   HandlerThread:3817488 [system_info.py:__init__():32] System info init
2025-04-09 22:55:13,941 DEBUG   HandlerThread:3817488 [system_info.py:__init__():47] System info init done
2025-04-09 22:55:13,941 INFO    HandlerThread:3817488 [system_monitor.py:start():194] Starting system monitor
2025-04-09 22:55:13,941 INFO    SystemMonitor:3817488 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-09 22:55:13,942 INFO    HandlerThread:3817488 [system_monitor.py:probe():214] Collecting system info
2025-04-09 22:55:13,942 INFO    SystemMonitor:3817488 [interfaces.py:start():190] Started cpu monitoring
2025-04-09 22:55:13,942 INFO    SystemMonitor:3817488 [interfaces.py:start():190] Started disk monitoring
2025-04-09 22:55:13,943 INFO    SystemMonitor:3817488 [interfaces.py:start():190] Started gpu monitoring
2025-04-09 22:55:13,943 INFO    SystemMonitor:3817488 [interfaces.py:start():190] Started memory monitoring
2025-04-09 22:55:13,944 INFO    SystemMonitor:3817488 [interfaces.py:start():190] Started network monitoring
2025-04-09 22:55:13,954 DEBUG   HandlerThread:3817488 [system_info.py:probe():196] Probing system
2025-04-09 22:55:13,955 DEBUG   HandlerThread:3817488 [system_info.py:_probe_git():181] Probing git
2025-04-09 22:55:13,958 DEBUG   HandlerThread:3817488 [system_info.py:_probe_git():189] Probing git done
2025-04-09 22:55:13,958 DEBUG   HandlerThread:3817488 [system_info.py:probe():244] Probing system done
