2025-04-09 23:14:38,971 INFO    StreamThr :3832550 [internal.py:wandb_internal():86] W&B internal server running at pid: 3832550, started at: 2025-04-09 23:14:38.971251
2025-04-09 23:14:38,973 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: status
2025-04-09 23:14:38,975 INFO    WriterThread:3832550 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/run-90r53xgl.wandb
2025-04-09 23:14:38,975 DEBUG   SenderThread:3832550 [sender.py:send():380] send: header
2025-04-09 23:14:38,978 DEBUG   SenderThread:3832550 [sender.py:send():380] send: run
2025-04-09 23:14:39,152 INFO    SenderThread:3832550 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files
2025-04-09 23:14:39,152 INFO    SenderThread:3832550 [sender.py:_start_run_threads():1122] run started: 90r53xgl with start time 1744254878.9712
2025-04-09 23:14:39,158 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: check_version
2025-04-09 23:14:39,158 DEBUG   SenderThread:3832550 [sender.py:send_request():407] send_request: check_version
2025-04-09 23:14:39,224 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: run_start
2025-04-09 23:14:39,229 DEBUG   HandlerThread:3832550 [system_info.py:__init__():32] System info init
2025-04-09 23:14:39,229 DEBUG   HandlerThread:3832550 [system_info.py:__init__():47] System info init done
2025-04-09 23:14:39,229 INFO    HandlerThread:3832550 [system_monitor.py:start():194] Starting system monitor
2025-04-09 23:14:39,230 INFO    SystemMonitor:3832550 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-09 23:14:39,230 INFO    HandlerThread:3832550 [system_monitor.py:probe():214] Collecting system info
2025-04-09 23:14:39,230 INFO    SystemMonitor:3832550 [interfaces.py:start():190] Started cpu monitoring
2025-04-09 23:14:39,231 INFO    SystemMonitor:3832550 [interfaces.py:start():190] Started disk monitoring
2025-04-09 23:14:39,231 INFO    SystemMonitor:3832550 [interfaces.py:start():190] Started gpu monitoring
2025-04-09 23:14:39,232 INFO    SystemMonitor:3832550 [interfaces.py:start():190] Started memory monitoring
2025-04-09 23:14:39,232 INFO    SystemMonitor:3832550 [interfaces.py:start():190] Started network monitoring
2025-04-09 23:14:39,243 DEBUG   HandlerThread:3832550 [system_info.py:probe():196] Probing system
2025-04-09 23:14:39,245 DEBUG   HandlerThread:3832550 [system_info.py:_probe_git():181] Probing git
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_info.py:_probe_git():189] Probing git done
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_info.py:probe():244] Probing system done
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2025-04-10T03:14:39.243996', 'startedAt': '2025-04-10T03:14:38.967198', 'docker': None, 'cuda': None, 'args': ('model=lstm', 'model.dropout=0.1', 'model.hidden_size=16', 'model.num_layers=1', 'training.learning_rate=0.00001'), 'state': 'running', 'program': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/scripts/train.py', 'codePathLocal': None, 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:ghazalehmirzaee/neural_decoding.git', 'commit': '787b8f67e8cdf830e99708d9bb44836f9aedac4c'}, 'email': 'mirzaeeghazal@gmail.com', 'root': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding', 'host': 'Ghazal', 'username': 'ghazal', 'executable': '/home/ghazal/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4.599875000000001, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}], 'disk': {'/': {'total': 467.8895797729492, 'used': 407.1510124206543}}, 'gpu': 'NVIDIA GeForce RTX 2070 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 31.278179168701172}}
2025-04-09 23:14:39,248 INFO    HandlerThread:3832550 [system_monitor.py:probe():224] Finished collecting system info
2025-04-09 23:14:39,248 INFO    HandlerThread:3832550 [system_monitor.py:probe():227] Publishing system info
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_info.py:_save_pip():68] Saving pip packages done
2025-04-09 23:14:39,248 DEBUG   HandlerThread:3832550 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-04-09 23:14:40,153 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/conda-environment.yaml
2025-04-09 23:14:40,154 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/requirements.txt
2025-04-09 23:14:49,755 DEBUG   HandlerThread:3832550 [system_info.py:_save_conda():87] Saving conda packages done
2025-04-09 23:14:49,756 INFO    HandlerThread:3832550 [system_monitor.py:probe():229] Finished publishing system info
2025-04-09 23:14:49,758 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:14:49,758 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:14:49,758 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:14:49,758 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:14:49,759 DEBUG   SenderThread:3832550 [sender.py:send():380] send: files
2025-04-09 23:14:49,759 INFO    SenderThread:3832550 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2025-04-09 23:14:49,762 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: stop_status
2025-04-09 23:14:49,762 DEBUG   SenderThread:3832550 [sender.py:send_request():407] send_request: stop_status
2025-04-09 23:14:49,763 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-09 23:14:49,928 DEBUG   SenderThread:3832550 [sender.py:send():380] send: telemetry
2025-04-09 23:14:50,007 INFO    wandb-upload_0:3832550 [upload_job.py:push():131] Uploaded file /tmp/tmp6scmk6k6wandb/577yr1hh-wandb-metadata.json
2025-04-09 23:14:50,154 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/conda-environment.yaml
2025-04-09 23:14:50,154 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/wandb-metadata.json
2025-04-09 23:14:50,154 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/output.log
2025-04-09 23:14:50,418 DEBUG   SenderThread:3832550 [sender.py:send():380] send: config
2025-04-09 23:14:50,510 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:14:50,510 DEBUG   SenderThread:3832550 [sender.py:send_request():407] send_request: log_artifact
2025-04-09 23:14:50,633 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:14:50,724 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:14:50,729 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:14:50,813 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:14:50,818 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:14:50,820 DEBUG   HandlerThread:3832550 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:14:50,966 INFO    wandb-upload_0:3832550 [upload_job.py:push():89] Uploaded file /home/ghazal/.local/share/wandb/artifacts/staging/tmpparpovtk
2025-04-09 23:14:51,154 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/media/table/val/ipsilateral_confusion_matrix_table_2_99836461d2a5601c3ff1.table.json
2025-04-09 23:14:51,155 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/media/table/val/multiclass_confusion_matrix_table_0_69ced870d82ec82ca925.table.json
2025-04-09 23:14:51,155 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/media/table/val/contralateral_confusion_matrix_table_1_7aeb2b10761ca508a36d.table.json
2025-04-09 23:14:51,155 INFO    Thread-12 :3832550 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-14-37/wandb/run-20250409_231438-90r53xgl/files/media
