2025-04-09 23:09:04,838 INFO    StreamThr :3827081 [internal.py:wandb_internal():86] W&B internal server running at pid: 3827081, started at: 2025-04-09 23:09:04.838720
2025-04-09 23:09:04,840 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: status
2025-04-09 23:09:04,842 INFO    WriterThread:3827081 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/run-ezrl3yri.wandb
2025-04-09 23:09:04,843 DEBUG   SenderThread:3827081 [sender.py:send():380] send: header
2025-04-09 23:09:04,846 DEBUG   SenderThread:3827081 [sender.py:send():380] send: run
2025-04-09 23:09:05,087 INFO    SenderThread:3827081 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files
2025-04-09 23:09:05,087 INFO    SenderThread:3827081 [sender.py:_start_run_threads():1122] run started: ezrl3yri with start time 1744254544.838637
2025-04-09 23:09:05,093 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: check_version
2025-04-09 23:09:05,093 DEBUG   SenderThread:3827081 [sender.py:send_request():407] send_request: check_version
2025-04-09 23:09:05,159 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: run_start
2025-04-09 23:09:05,164 DEBUG   HandlerThread:3827081 [system_info.py:__init__():32] System info init
2025-04-09 23:09:05,164 DEBUG   HandlerThread:3827081 [system_info.py:__init__():47] System info init done
2025-04-09 23:09:05,164 INFO    HandlerThread:3827081 [system_monitor.py:start():194] Starting system monitor
2025-04-09 23:09:05,164 INFO    SystemMonitor:3827081 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-09 23:09:05,165 INFO    HandlerThread:3827081 [system_monitor.py:probe():214] Collecting system info
2025-04-09 23:09:05,165 INFO    SystemMonitor:3827081 [interfaces.py:start():190] Started cpu monitoring
2025-04-09 23:09:05,165 INFO    SystemMonitor:3827081 [interfaces.py:start():190] Started disk monitoring
2025-04-09 23:09:05,166 INFO    SystemMonitor:3827081 [interfaces.py:start():190] Started gpu monitoring
2025-04-09 23:09:05,166 INFO    SystemMonitor:3827081 [interfaces.py:start():190] Started memory monitoring
2025-04-09 23:09:05,167 INFO    SystemMonitor:3827081 [interfaces.py:start():190] Started network monitoring
2025-04-09 23:09:05,176 DEBUG   HandlerThread:3827081 [system_info.py:probe():196] Probing system
2025-04-09 23:09:05,178 DEBUG   HandlerThread:3827081 [system_info.py:_probe_git():181] Probing git
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_info.py:_probe_git():189] Probing git done
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_info.py:probe():244] Probing system done
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2025-04-10T03:09:05.176894', 'startedAt': '2025-04-10T03:09:04.834425', 'docker': None, 'cuda': None, 'args': ('model=lstm', 'model.dropout=0.1', 'model.hidden_size=16', 'model.num_layers=2', 'training.learning_rate=0.0001'), 'state': 'running', 'program': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/scripts/train.py', 'codePathLocal': None, 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:ghazalehmirzaee/neural_decoding.git', 'commit': '787b8f67e8cdf830e99708d9bb44836f9aedac4c'}, 'email': 'mirzaeeghazal@gmail.com', 'root': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding', 'host': 'Ghazal', 'username': 'ghazal', 'executable': '/home/ghazal/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4.6005, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 4.602, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.603, 'min': 800.0, 'max': 4900.0}, {'current': 4.598, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}], 'disk': {'/': {'total': 467.8895797729492, 'used': 407.1403923034668}}, 'gpu': 'NVIDIA GeForce RTX 2070 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 31.278179168701172}}
2025-04-09 23:09:05,181 INFO    HandlerThread:3827081 [system_monitor.py:probe():224] Finished collecting system info
2025-04-09 23:09:05,181 INFO    HandlerThread:3827081 [system_monitor.py:probe():227] Publishing system info
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_info.py:_save_pip():68] Saving pip packages done
2025-04-09 23:09:05,181 DEBUG   HandlerThread:3827081 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-04-09 23:09:06,089 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/conda-environment.yaml
2025-04-09 23:09:06,089 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/requirements.txt
2025-04-09 23:09:15,804 DEBUG   HandlerThread:3827081 [system_info.py:_save_conda():87] Saving conda packages done
2025-04-09 23:09:15,804 INFO    HandlerThread:3827081 [system_monitor.py:probe():229] Finished publishing system info
2025-04-09 23:09:15,807 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:09:15,807 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:09:15,807 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:09:15,807 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:09:15,807 DEBUG   SenderThread:3827081 [sender.py:send():380] send: files
2025-04-09 23:09:15,807 INFO    SenderThread:3827081 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2025-04-09 23:09:15,810 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: stop_status
2025-04-09 23:09:15,810 DEBUG   SenderThread:3827081 [sender.py:send_request():407] send_request: stop_status
2025-04-09 23:09:15,811 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-09 23:09:15,974 DEBUG   SenderThread:3827081 [sender.py:send():380] send: telemetry
2025-04-09 23:09:16,065 INFO    wandb-upload_0:3827081 [upload_job.py:push():131] Uploaded file /tmp/tmphydd6kbnwandb/xnkvi0ke-wandb-metadata.json
2025-04-09 23:09:16,089 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/conda-environment.yaml
2025-04-09 23:09:16,089 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/output.log
2025-04-09 23:09:16,090 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/wandb-metadata.json
2025-04-09 23:09:16,499 DEBUG   SenderThread:3827081 [sender.py:send():380] send: config
2025-04-09 23:09:16,600 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:16,600 DEBUG   SenderThread:3827081 [sender.py:send_request():407] send_request: log_artifact
2025-04-09 23:09:16,732 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:16,817 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:16,822 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:16,906 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:16,912 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:16,913 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:17,067 INFO    wandb-upload_0:3827081 [upload_job.py:push():89] Uploaded file /home/ghazal/.local/share/wandb/artifacts/staging/tmpbiz263zo
2025-04-09 23:09:17,090 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table/val/multiclass_confusion_matrix_table_0_ae9901857e0e0feb8660.table.json
2025-04-09 23:09:17,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table/val/ipsilateral_confusion_matrix_table_2_5865fc58e3cd4d907373.table.json
2025-04-09 23:09:17,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table/val/contralateral_confusion_matrix_table_1_da8b689f2d3c2b92924c.table.json
2025-04-09 23:09:17,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table
2025-04-09 23:09:17,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media
2025-04-09 23:09:17,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table/val
2025-04-09 23:09:17,475 INFO    SenderThread:3827081 [sender.py:send_request_log_artifact():1444] logged artifact run-ezrl3yri-valmulticlass_confusion_matrix_table - {'id': 'QXJ0aWZhY3Q6MTY0MzMxMzMyNQ==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjYwODQ5NDUzMg==', 'latestArtifact': None}}
2025-04-09 23:09:17,475 DEBUG   SenderThread:3827081 [sender.py:send():380] send: files
2025-04-09 23:09:17,475 INFO    SenderThread:3827081 [sender.py:_save_file():1378] saving file media/table/val/multiclass_confusion_matrix_table_0_ae9901857e0e0feb8660.table.json with policy now
2025-04-09 23:09:17,475 DEBUG   SenderThread:3827081 [sender.py:send():380] send: history
2025-04-09 23:09:17,476 DEBUG   SenderThread:3827081 [sender.py:send_request():407] send_request: summary_record
2025-04-09 23:09:17,476 INFO    SenderThread:3827081 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-09 23:09:17,477 DEBUG   SenderThread:3827081 [sender.py:send():380] send: config
2025-04-09 23:09:17,477 DEBUG   SenderThread:3827081 [sender.py:send_request():407] send_request: log_artifact
2025-04-09 23:09:17,596 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:17,602 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:17,656 INFO    wandb-upload_1:3827081 [upload_job.py:push():131] Uploaded file /tmp/tmphydd6kbnwandb/uhgzs7bn-media/table/val/multiclass_confusion_matrix_table_0_ae9901857e0e0feb8660.table.json
2025-04-09 23:09:17,685 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:17,692 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:17,701 INFO    wandb-upload_2:3827081 [upload_job.py:push():131] Uploaded file /tmp/tmphydd6kbnwandb/al6mrrmw-media/table/val/ipsilateral_confusion_matrix_table_2_5865fc58e3cd4d907373.table.json
2025-04-09 23:09:17,718 INFO    wandb-upload_0:3827081 [upload_job.py:push():131] Uploaded file /tmp/tmphydd6kbnwandb/6opvnfqq-media/table/val/contralateral_confusion_matrix_table_1_da8b689f2d3c2b92924c.table.json
2025-04-09 23:09:17,780 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: log_artifact
2025-04-09 23:09:17,874 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:17,875 DEBUG   HandlerThread:3827081 [handler.py:handle_request():146] handle_request: partial_history
2025-04-09 23:09:17,921 INFO    wandb-upload_3:3827081 [upload_job.py:push():89] Uploaded file /home/ghazal/.local/share/wandb/artifacts/staging/tmpccm2r6b2
2025-04-09 23:09:17,947 INFO    wandb-upload_1:3827081 [upload_job.py:push():131] Uploaded file /tmp/tmphydd6kbnwandb/n2cyfjcm-media/table/val/multiclass_confusion_matrix_table_0_ae9901857e0e0feb8660.table.json
2025-04-09 23:09:18,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/output.log
2025-04-09 23:09:18,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/wandb-summary.json
2025-04-09 23:09:18,091 INFO    Thread-12 :3827081 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-09-03/wandb/run-20250409_230904-ezrl3yri/files/media/table/val/ipsilateral_confusion_matrix_table_6_5865fc58e3cd4d907373.table.json
