2025-04-17 13:08:04,846 INFO    StreamThr :696706 [internal.py:wandb_internal():86] W&B internal server running at pid: 696706, started at: 2025-04-17 13:08:04.845741
2025-04-17 13:08:04,847 DEBUG   HandlerThread:696706 [handler.py:handle_request():146] handle_request: status
2025-04-17 13:08:04,849 INFO    WriterThread:696706 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/hybrid_2025-04-17_13-08-03/wandb/run-20250417_130804-ik9zhgvz/run-ik9zhgvz.wandb
2025-04-17 13:08:04,849 DEBUG   SenderThread:696706 [sender.py:send():380] send: header
2025-04-17 13:08:04,860 DEBUG   SenderThread:696706 [sender.py:send():380] send: run
2025-04-17 13:08:05,075 INFO    SenderThread:696706 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/hybrid_2025-04-17_13-08-03/wandb/run-20250417_130804-ik9zhgvz/files
2025-04-17 13:08:05,075 INFO    SenderThread:696706 [sender.py:_start_run_threads():1122] run started: ik9zhgvz with start time 1744909684.845612
2025-04-17 13:08:05,082 DEBUG   HandlerThread:696706 [handler.py:handle_request():146] handle_request: check_version
2025-04-17 13:08:05,082 DEBUG   SenderThread:696706 [sender.py:send_request():407] send_request: check_version
2025-04-17 13:08:05,149 DEBUG   HandlerThread:696706 [handler.py:handle_request():146] handle_request: run_start
2025-04-17 13:08:05,154 DEBUG   HandlerThread:696706 [system_info.py:__init__():32] System info init
2025-04-17 13:08:05,154 DEBUG   HandlerThread:696706 [system_info.py:__init__():47] System info init done
2025-04-17 13:08:05,154 INFO    HandlerThread:696706 [system_monitor.py:start():194] Starting system monitor
2025-04-17 13:08:05,154 INFO    SystemMonitor:696706 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-17 13:08:05,155 INFO    HandlerThread:696706 [system_monitor.py:probe():214] Collecting system info
2025-04-17 13:08:05,155 INFO    SystemMonitor:696706 [interfaces.py:start():190] Started cpu monitoring
2025-04-17 13:08:05,156 INFO    SystemMonitor:696706 [interfaces.py:start():190] Started disk monitoring
2025-04-17 13:08:05,156 INFO    SystemMonitor:696706 [interfaces.py:start():190] Started gpu monitoring
2025-04-17 13:08:05,157 INFO    SystemMonitor:696706 [interfaces.py:start():190] Started memory monitoring
2025-04-17 13:08:05,157 INFO    SystemMonitor:696706 [interfaces.py:start():190] Started network monitoring
2025-04-17 13:08:05,165 DEBUG   HandlerThread:696706 [system_info.py:probe():196] Probing system
2025-04-17 13:08:05,167 DEBUG   HandlerThread:696706 [system_info.py:_probe_git():181] Probing git
2025-04-17 13:08:05,170 DEBUG   HandlerThread:696706 [system_info.py:_probe_git():189] Probing git done
2025-04-17 13:08:05,170 DEBUG   HandlerThread:696706 [system_info.py:probe():244] Probing system done
2025-04-17 13:08:05,170 DEBUG   HandlerThread:696706 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2025-04-17T17:08:05.165873', 'startedAt': '2025-04-17T17:08:04.841677', 'docker': None, 'cuda': None, 'args': ('model=hybrid',), 'state': 'running', 'program': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/scripts/train.py', 'codePathLocal': None, 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:ghazalehmirzaee/neural_decoding.git', 'commit': '108b3460b384e5fcb05224dc488b5b39a8762519'}, 'email': 'mirzaeeghazal@gmail.com', 'root': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding', 'host': 'Ghazal', 'username': 'ghazal', 'executable': '/home/ghazal/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4.599875000000001, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 4.601, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.602, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.605, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}], 'disk': {'/': {'total': 467.8895797729492, 'used': 387.93572998046875}}, 'gpu': 'NVIDIA GeForce RTX 2070 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 31.278179168701172}}
2025-04-17 13:08:05,170 INFO    HandlerThread:696706 [system_monitor.py:probe():224] Finished collecting system info
2025-04-17 13:08:05,170 INFO    HandlerThread:696706 [system_monitor.py:probe():227] Publishing system info
2025-04-17 13:08:05,170 DEBUG   HandlerThread:696706 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
