2025-04-09 22:49:36,958 INFO    StreamThr :3812948 [internal.py:wandb_internal():86] W&B internal server running at pid: 3812948, started at: 2025-04-09 22:49:36.958159
2025-04-09 22:49:36,959 DEBUG   HandlerThread:3812948 [handler.py:handle_request():146] handle_request: status
2025-04-09 22:49:36,962 INFO    WriterThread:3812948 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_22-49-35/wandb/run-20250409_224936-hdzzbofe/run-hdzzbofe.wandb
2025-04-09 22:49:36,962 DEBUG   SenderThread:3812948 [sender.py:send():380] send: header
2025-04-09 22:49:36,965 DEBUG   SenderThread:3812948 [sender.py:send():380] send: run
2025-04-09 22:49:37,203 INFO    SenderThread:3812948 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_22-49-35/wandb/run-20250409_224936-hdzzbofe/files
2025-04-09 22:49:37,203 INFO    SenderThread:3812948 [sender.py:_start_run_threads():1122] run started: hdzzbofe with start time 1744253376.958049
2025-04-09 22:49:37,209 DEBUG   HandlerThread:3812948 [handler.py:handle_request():146] handle_request: check_version
2025-04-09 22:49:37,209 DEBUG   SenderThread:3812948 [sender.py:send_request():407] send_request: check_version
2025-04-09 22:49:37,275 DEBUG   HandlerThread:3812948 [handler.py:handle_request():146] handle_request: run_start
2025-04-09 22:49:37,280 DEBUG   HandlerThread:3812948 [system_info.py:__init__():32] System info init
2025-04-09 22:49:37,280 DEBUG   HandlerThread:3812948 [system_info.py:__init__():47] System info init done
2025-04-09 22:49:37,280 INFO    HandlerThread:3812948 [system_monitor.py:start():194] Starting system monitor
2025-04-09 22:49:37,280 INFO    SystemMonitor:3812948 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-09 22:49:37,281 INFO    HandlerThread:3812948 [system_monitor.py:probe():214] Collecting system info
2025-04-09 22:49:37,281 INFO    SystemMonitor:3812948 [interfaces.py:start():190] Started cpu monitoring
2025-04-09 22:49:37,282 INFO    SystemMonitor:3812948 [interfaces.py:start():190] Started disk monitoring
2025-04-09 22:49:37,282 INFO    SystemMonitor:3812948 [interfaces.py:start():190] Started gpu monitoring
2025-04-09 22:49:37,283 INFO    SystemMonitor:3812948 [interfaces.py:start():190] Started memory monitoring
2025-04-09 22:49:37,283 INFO    SystemMonitor:3812948 [interfaces.py:start():190] Started network monitoring
2025-04-09 22:49:37,293 DEBUG   HandlerThread:3812948 [system_info.py:probe():196] Probing system
2025-04-09 22:49:37,294 DEBUG   HandlerThread:3812948 [system_info.py:_probe_git():181] Probing git
2025-04-09 22:49:37,298 DEBUG   HandlerThread:3812948 [system_info.py:_probe_git():189] Probing git done
