2025-04-09 23:08:06,409 INFO    StreamThr :3826862 [internal.py:wandb_internal():86] W&B internal server running at pid: 3826862, started at: 2025-04-09 23:08:06.408739
2025-04-09 23:08:06,409 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: status
2025-04-09 23:08:06,413 INFO    WriterThread:3826862 [datastore.py:open_for_write():85] open: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-08-04/wandb/run-20250409_230806-0v34ynr4/run-0v34ynr4.wandb
2025-04-09 23:08:06,413 DEBUG   SenderThread:3826862 [sender.py:send():380] send: header
2025-04-09 23:08:06,416 DEBUG   SenderThread:3826862 [sender.py:send():380] send: run
2025-04-09 23:08:06,711 INFO    SenderThread:3826862 [dir_watcher.py:__init__():211] watching files in: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-08-04/wandb/run-20250409_230806-0v34ynr4/files
2025-04-09 23:08:06,712 INFO    SenderThread:3826862 [sender.py:_start_run_threads():1122] run started: 0v34ynr4 with start time 1744254486.408698
2025-04-09 23:08:06,718 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: check_version
2025-04-09 23:08:06,718 DEBUG   SenderThread:3826862 [sender.py:send_request():407] send_request: check_version
2025-04-09 23:08:06,783 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: run_start
2025-04-09 23:08:06,788 DEBUG   HandlerThread:3826862 [system_info.py:__init__():32] System info init
2025-04-09 23:08:06,788 DEBUG   HandlerThread:3826862 [system_info.py:__init__():47] System info init done
2025-04-09 23:08:06,788 INFO    HandlerThread:3826862 [system_monitor.py:start():194] Starting system monitor
2025-04-09 23:08:06,788 INFO    SystemMonitor:3826862 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-09 23:08:06,789 INFO    HandlerThread:3826862 [system_monitor.py:probe():214] Collecting system info
2025-04-09 23:08:06,789 INFO    SystemMonitor:3826862 [interfaces.py:start():190] Started cpu monitoring
2025-04-09 23:08:06,789 INFO    SystemMonitor:3826862 [interfaces.py:start():190] Started disk monitoring
2025-04-09 23:08:06,790 INFO    SystemMonitor:3826862 [interfaces.py:start():190] Started gpu monitoring
2025-04-09 23:08:06,790 INFO    SystemMonitor:3826862 [interfaces.py:start():190] Started memory monitoring
2025-04-09 23:08:06,791 INFO    SystemMonitor:3826862 [interfaces.py:start():190] Started network monitoring
2025-04-09 23:08:06,800 DEBUG   HandlerThread:3826862 [system_info.py:probe():196] Probing system
2025-04-09 23:08:06,801 DEBUG   HandlerThread:3826862 [system_info.py:_probe_git():181] Probing git
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_info.py:_probe_git():189] Probing git done
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_info.py:probe():244] Probing system done
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2025-04-10T03:08:06.800758', 'startedAt': '2025-04-10T03:08:06.404540', 'docker': None, 'cuda': None, 'args': ('model=lstm', 'model.dropout=0.1', 'model.hidden_size=16', 'model.num_layers=2', 'training.learning_rate=0.0001'), 'state': 'running', 'program': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/scripts/train.py', 'codePathLocal': None, 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:ghazalehmirzaee/neural_decoding.git', 'commit': '787b8f67e8cdf830e99708d9bb44836f9aedac4c'}, 'email': 'mirzaeeghazal@gmail.com', 'root': '/home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding', 'host': 'Ghazal', 'username': 'ghazal', 'executable': '/home/ghazal/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4.599500000000001, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.602, 'min': 800.0, 'max': 4900.0}, {'current': 4.6, 'min': 800.0, 'max': 4900.0}, {'current': 4.601, 'min': 800.0, 'max': 4900.0}, {'current': 4.599, 'min': 800.0, 'max': 4900.0}, {'current': 4.606, 'min': 800.0, 'max': 4900.0}], 'disk': {'/': {'total': 467.8895797729492, 'used': 407.13974380493164}}, 'gpu': 'NVIDIA GeForce RTX 2070 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 31.278179168701172}}
2025-04-09 23:08:06,805 INFO    HandlerThread:3826862 [system_monitor.py:probe():224] Finished collecting system info
2025-04-09 23:08:06,805 INFO    HandlerThread:3826862 [system_monitor.py:probe():227] Publishing system info
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_info.py:_save_pip():68] Saving pip packages done
2025-04-09 23:08:06,805 DEBUG   HandlerThread:3826862 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-04-09 23:08:07,713 INFO    Thread-12 :3826862 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-08-04/wandb/run-20250409_230806-0v34ynr4/files/requirements.txt
2025-04-09 23:08:07,713 INFO    Thread-12 :3826862 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ghazal/Documents/NS_Projects/NS_Revised_P1/neural_decoding/outputs/logs/lstm_2025-04-09_23-08-04/wandb/run-20250409_230806-0v34ynr4/files/conda-environment.yaml
2025-04-09 23:08:17,283 DEBUG   HandlerThread:3826862 [system_info.py:_save_conda():87] Saving conda packages done
2025-04-09 23:08:17,283 INFO    HandlerThread:3826862 [system_monitor.py:probe():229] Finished publishing system info
2025-04-09 23:08:17,286 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:08:17,286 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:08:17,286 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: status_report
2025-04-09 23:08:17,286 DEBUG   HandlerThread:3826862 [handler.py:handle_request():146] handle_request: keepalive
2025-04-09 23:08:17,286 DEBUG   SenderThread:3826862 [sender.py:send():380] send: files
